x,y,z
-113.10924230303083,41.80057157788958,28.4747
-113.01635605948312,41.80057157788958,26.188795
-112.9234698159354,41.80057157788958,28.181633
-112.8305835723877,41.80057157788958,32.77857
-112.73769732883999,41.80057157788958,37.13267
-112.64481108529228,41.80057157788958,40.33127
-112.55192484174457,41.80057157788958,41.23977
-112.45903859819684,41.80057157788958,41.976616
-112.36615235464913,41.80057157788958,42.504135
-112.27326611110142,41.80057157788958,43.680584
-112.18037986755371,41.80057157788958,44.643505
-112.087493624006,41.80057157788958,46.276295
-111.99460738045829,41.80057157788958,49.508385
-111.90172113691058,41.80057157788958,56.01024
-113.10924230303083,41.70771448952811,25.828743
-113.01635605948312,41.70771448952811,25.19656
-112.9234698159354,41.70771448952811,27.22708
-112.8305835723877,41.70771448952811,30.919697
-112.73769732883999,41.70771448952811,35.24031
-112.64481108529228,41.70771448952811,37.78579
-112.55192484174457,41.70771448952811,38.694294
-112.45903859819684,41.70771448952811,38.96642
-112.36615235464913,41.70771448952811,39.468822
-112.27326611110142,41.70771448952811,40.042393
-112.18037986755371,41.70771448952811,40.984383
-112.087493624006,41.70771448952811,41.9515
-111.99460738045829,41.70771448952811,45.099854
-111.90172113691058,41.70771448952811,52.376236
-113.10924230303083,41.614857401166645,26.234852
-113.01635605948312,41.614857401166645,25.770128
-112.9234698159354,41.614857401166645,27.670868
-112.8305835723877,41.614857401166645,31.329992
-112.73769732883999,41.614857401166645,34.22296
-112.64481108529228,41.614857401166645,36.680515
-112.55192484174457,41.614857401166645,37.396435
-112.45903859819684,41.614857401166645,37.656002
-112.36615235464913,41.614857401166645,38.053734
-112.27326611110142,41.614857401166645,38.64405
-112.18037986755371,41.614857401166645,40.385696
-112.087493624006,41.614857401166645,41.42817
-111.99460738045829,41.614857401166645,44.681187
-111.90172113691058,41.614857401166645,51.8864
-113.10924230303083,41.522000312805176,26.645142
-113.01635605948312,41.522000312805176,28.005796
-112.9234698159354,41.522000312805176,29.981888
-112.8305835723877,41.522000312805176,32.100334
-112.73769732883999,41.522000312805176,34.90538
-112.64481108529228,41.522000312805176,36.36233
-112.55192484174457,41.522000312805176,37.02382
-112.45903859819684,41.522000312805176,37.237335
-112.36615235464913,41.522000312805176,37.639256
-112.27326611110142,41.522000312805176,39.163193
-112.18037986755371,41.522000312805176,41.005314
-112.087493624006,41.522000312805176,43.877354
-111.99460738045829,41.522000312805176,47.243412
-111.90172113691058,41.522000312805176,51.459354
-113.10924230303083,41.429143224443706,27.880198
-113.01635605948312,41.429143224443706,29.316214
-112.9234698159354,41.429143224443706,30.911327
-112.8305835723877,41.429143224443706,32.983715
-112.73769732883999,41.429143224443706,34.553707
-112.64481108529228,41.429143224443706,35.943665
-112.55192484174457,41.429143224443706,36.48374
-112.45903859819684,41.429143224443706,36.714012
-112.36615235464913,41.429143224443706,37.446674
-112.27326611110142,41.429143224443706,39.020847
-112.18037986755371,41.429143224443706,41.55377
-112.087493624006,41.429143224443706,44.43836
-111.99460738045829,41.429143224443706,47.507168
-111.90172113691058,41.429143224443706,51.70637
-113.10924230303083,41.336286136082244,28.185822
-113.01635605948312,41.336286136082244,29.412508
-112.9234698159354,41.336286136082244,30.974123
-112.8305835723877,41.336286136082244,32.284546
-112.73769732883999,41.336286136082244,33.82104
-112.64481108529228,41.336286136082244,34.90957
-112.55192484174457,41.336286136082244,35.474762
-112.45903859819684,41.336286136082244,36.19068
-112.36615235464913,41.336286136082244,36.956837
-112.27326611110142,41.336286136082244,38.292374
-112.18037986755371,41.336286136082244,40.758305
-112.087493624006,41.336286136082244,42.64648
-111.99460738045829,41.336286136082244,45.656677
-111.90172113691058,41.336286136082244,49.47489
-113.10924230303083,41.243429047720774,28.030918
-113.01635605948312,41.243429047720774,29.20736
-112.9234698159354,41.243429047720774,30.120052
-112.8305835723877,41.243429047720774,31.405348
-112.73769732883999,41.243429047720774,32.468754
-112.64481108529228,41.243429047720774,33.54054
-112.55192484174457,41.243429047720774,34.5872
-112.45903859819684,41.243429047720774,35.340794
-112.36615235464913,41.243429047720774,36.379078
-112.27326611110142,41.243429047720774,37.71043
-112.18037986755371,41.243429047720774,38.706852
-112.087493624006,41.243429047720774,40.511295
-111.99460738045829,41.243429047720774,42.52088
-111.90172113691058,41.243429047720774,46.305607
-113.10924230303083,41.150571959359304,28.009985
-113.01635605948312,41.150571959359304,27.78809
-112.9234698159354,41.150571959359304,28.625422
-112.8305835723877,41.150571959359304,30.274956
-112.73769732883999,41.150571959359304,31.38442
-112.64481108529228,41.150571959359304,32.7367
-112.55192484174457,41.150571959359304,33.804295
-112.45903859819684,41.150571959359304,34.687675
-112.36615235464913,41.150571959359304,35.72178
-112.27326611110142,41.150571959359304,36.257668
-112.18037986755371,41.150571959359304,37.195477
-112.087493624006,41.150571959359304,37.442486
-111.99460738045829,41.150571959359304,39.35578
-111.90172113691058,41.150571959359304,43.69733
-113.10924230303083,41.057714870997835,26.134369
-113.01635605948312,41.057714870997835,25.728268
-112.9234698159354,41.057714870997835,26.766552
-112.8305835723877,41.057714870997835,28.470512
-112.73769732883999,41.057714870997835,31.041115
-112.64481108529228,41.057714870997835,32.48969
-112.55192484174457,41.057714870997835,33.28934
-112.45903859819684,41.057714870997835,34.13923
-112.36615235464913,41.057714870997835,34.4616
-112.27326611110142,41.057714870997835,34.95981
-112.18037986755371,41.057714870997835,34.763035
-112.087493624006,41.057714870997835,34.95981
-111.99460738045829,41.057714870997835,36.353962
-111.90172113691058,41.057714870997835,40.66201
-113.10924230303083,40.96485778263637,25.368216
-113.01635605948312,40.96485778263637,23.023695
-112.9234698159354,40.96485778263637,23.98662
-112.8305835723877,40.96485778263637,27.411293
-112.73769732883999,40.96485778263637,30.082373
-112.64481108529228,40.96485778263637,32.276173
-112.55192484174457,40.96485778263637,33.08
-112.45903859819684,40.96485778263637,33.105125
-112.36615235464913,40.96485778263637,33.385628
-112.27326611110142,40.96485778263637,32.996273
-112.18037986755371,40.96485778263637,32.757633
-112.087493624006,40.96485778263637,32.297104
-111.99460738045829,40.96485778263637,33.674507
-111.90172113691058,40.96485778263637,38.07048
-113.10924230303083,40.8720006942749,23.70193
-113.01635605948312,40.8720006942749,21.43277
-112.9234698159354,40.8720006942749,22.236609
-112.8305835723877,40.8720006942749,25.665464
-112.73769732883999,40.8720006942749,28.39097
-112.64481108529228,40.8720006942749,30.53872
-112.55192484174457,40.8720006942749,31.396976
-112.45903859819684,40.8720006942749,31.426281
-112.36615235464913,40.8720006942749,31.459774
-112.27326611110142,40.8720006942749,31.06623
-112.18037986755371,40.8720006942749,30.321012
-112.087493624006,40.8720006942749,29.835361
-111.99460738045829,40.8720006942749,31.108099
-111.90172113691058,40.8720006942749,35.587803
-113.10924230303083,40.77914360591343,21.219252
-113.01635605948312,40.77914360591343,20.415419
-112.9234698159354,40.77914360591343,21.319735
-112.8305835723877,40.77914360591343,23.37119
-112.73769732883999,40.77914360591343,26.021326
-112.64481108529228,40.77914360591343,27.591318
-112.55192484174457,40.77914360591343,28.420273
-112.45903859819684,40.77914360591343,28.98966
-112.36615235464913,40.77914360591343,29.056644
-112.27326611110142,40.77914360591343,28.805447
-112.18037986755371,40.77914360591343,28.035107
-112.087493624006,40.77914360591343,27.231268
-111.99460738045829,40.77914360591343,28.51238
-111.90172113691058,40.77914360591343,33.01302
-113.10924230303083,40.68628651755197,19.52366
-113.01635605948312,40.68628651755197,18.824493
-112.9234698159354,40.68628651755197,19.670195
-112.8305835723877,40.68628651755197,21.66304
-112.73769732883999,40.68628651755197,23.136736
-112.64481108529228,40.68628651755197,24.652294
-112.55192484174457,40.68628651755197,25.698956
-112.45903859819684,40.68628651755197,26.306025
-112.36615235464913,40.68628651755197,26.938208
-112.27326611110142,40.68628651755197,26.69538
-112.18037986755371,40.68628651755197,25.770128
-112.087493624006,40.68628651755197,24.94955
-111.99460738045829,40.68628651755197,25.908293
-111.90172113691058,40.68628651755197,30.354506
-113.10924230303083,40.5934294291905,17.54757
-113.01635605948312,40.5934294291905,17.539192
-112.9234698159354,40.5934294291905,18.39327
-112.8305835723877,40.5934294291905,19.992565
-112.73769732883999,40.5934294291905,21.46626
-112.64481108529228,40.5934294291905,23.048819
-112.55192484174457,40.5934294291905,24.13734
-112.45903859819684,40.5934294291905,25.560799
-112.36615235464913,40.5934294291905,26.234852
-112.27326611110142,40.5934294291905,25.715702
-112.18037986755371,40.5934294291905,24.723475
-112.087493624006,40.5934294291905,22.646898
-111.99460738045829,40.5934294291905,23.467478
-111.90172113691058,40.5934294291905,27.042871
